FeatureCode,DateCode,Measurement,Units,Value,IndicesOfDeprivation
E01013719,2015,Decile,NA,4,Employment Deprivation Domain
E01013699,2015,Decile,NA,5,Employment Deprivation Domain
E01013683,2015,Decile,NA,4,Employment Deprivation Domain
E01013661,2015,Decile,NA,1,Employment Deprivation Domain
E01013617,2015,Decile,NA,4,Employment Deprivation Domain
E01013698,2015,Decile,NA,3,Employment Deprivation Domain
E01013667,2015,Decile,NA,2,Employment Deprivation Domain
E01013611,2015,Decile,NA,3,Employment Deprivation Domain
E01013635,2015,Decile,NA,4,Employment Deprivation Domain
E01013634,2015,Decile,NA,1,Employment Deprivation Domain
E01013755,2015,Decile,NA,1,Employment Deprivation Domain
E01013781,2015,Decile,NA,2,Employment Deprivation Domain
E01013662,2015,Decile,NA,5,Employment Deprivation Domain
E01013606,2015,Decile,NA,5,Employment Deprivation Domain
E01013753,2015,Decile,NA,2,Employment Deprivation Domain
E01013736,2015,Decile,NA,5,Employment Deprivation Domain
E01013741,2015,Decile,NA,5,Employment Deprivation Domain
E01013776,2015,Decile,NA,4,Employment Deprivation Domain
E01013764,2015,Decile,NA,5,Employment Deprivation Domain
E01013731,2015,Decile,NA,3,Employment Deprivation Domain
E01013761,2015,Decile,NA,2,Employment Deprivation Domain
E01013779,2015,Decile,NA,5,Employment Deprivation Domain
E01013775,2015,Decile,NA,7,Employment Deprivation Domain
E01013716,2015,Decile,NA,2,Employment Deprivation Domain
E01013771,2015,Decile,NA,6,Employment Deprivation Domain
E01013723,2015,Decile,NA,2,Employment Deprivation Domain
E01013704,2015,Decile,NA,9,Employment Deprivation Domain
E01013739,2015,Decile,NA,2,Employment Deprivation Domain
E01013757,2015,Decile,NA,5,Employment Deprivation Domain
E01032875,2015,Decile,NA,9,Employment Deprivation Domain
E01032862,2015,Decile,NA,6,Employment Deprivation Domain
E01013647,2015,Decile,NA,4,Employment Deprivation Domain
E01013627,2015,Decile,NA,5,Employment Deprivation Domain
E01013638,2015,Decile,NA,1,Employment Deprivation Domain
E01013637,2015,Decile,NA,1,Employment Deprivation Domain
E01013686,2015,Decile,NA,8,Employment Deprivation Domain
E01013690,2015,Decile,NA,3,Employment Deprivation Domain
E01013670,2015,Decile,NA,5,Employment Deprivation Domain
E01032599,2015,Decile,NA,7,Employment Deprivation Domain
E01032602,2015,Decile,NA,1,Employment Deprivation Domain
E01013737,2015,Decile,NA,5,Employment Deprivation Domain
E01013721,2015,Decile,NA,3,Employment Deprivation Domain
E01013729,2015,Decile,NA,4,Employment Deprivation Domain
E01013763,2015,Decile,NA,3,Employment Deprivation Domain
E01013766,2015,Decile,NA,4,Employment Deprivation Domain
E01013777,2015,Decile,NA,4,Employment Deprivation Domain
E01013614,2015,Decile,NA,4,Employment Deprivation Domain
E01013623,2015,Decile,NA,5,Employment Deprivation Domain
E01013607,2015,Decile,NA,5,Employment Deprivation Domain
E01013643,2015,Decile,NA,10,Employment Deprivation Domain
E01013678,2015,Decile,NA,3,Employment Deprivation Domain
E01013651,2015,Decile,NA,1,Employment Deprivation Domain
E01013622,2015,Decile,NA,1,Employment Deprivation Domain
E01013664,2015,Decile,NA,1,Employment Deprivation Domain
E01013642,2015,Decile,NA,8,Employment Deprivation Domain
E01013688,2015,Decile,NA,3,Employment Deprivation Domain
E01013633,2015,Decile,NA,1,Employment Deprivation Domain
E01013632,2015,Decile,NA,1,Employment Deprivation Domain
E01013650,2015,Decile,NA,10,Employment Deprivation Domain
E01013714,2015,Decile,NA,4,Employment Deprivation Domain
E01013718,2015,Decile,NA,3,Employment Deprivation Domain
E01013601,2015,Decile,NA,8,Barriers to Housing and Services Domain
E01032872,2015,Decile,NA,6,Employment Deprivation Domain
E01032865,2015,Decile,NA,7,Employment Deprivation Domain
E01013637,2015,Decile,NA,7,Barriers to Housing and Services Domain
E01013627,2015,Decile,NA,9,Barriers to Housing and Services Domain
E01013670,2015,Decile,NA,9,Barriers to Housing and Services Domain
E01013602,2015,Decile,NA,7,Barriers to Housing and Services Domain
E01013603,2015,Decile,NA,2,Barriers to Housing and Services Domain
E01013638,2015,Decile,NA,3,Barriers to Housing and Services Domain
E01013647,2015,Decile,NA,3,Barriers to Housing and Services Domain
E01013687,2015,Decile,NA,8,Barriers to Housing and Services Domain
E01013681,2015,Decile,NA,9,Barriers to Housing and Services Domain
E01013706,2015,Decile,NA,5,Barriers to Housing and Services Domain
E01013710,2015,Decile,NA,7,Barriers to Housing and Services Domain
E01013695,2015,Decile,NA,6,Barriers to Housing and Services Domain
E01013671,2015,Decile,NA,8,Barriers to Housing and Services Domain
E01013675,2015,Decile,NA,6,Barriers to Housing and Services Domain
E01013663,2015,Decile,NA,7,Barriers to Housing and Services Domain
E01013680,2015,Decile,NA,9,Barriers to Housing and Services Domain
E01013677,2015,Decile,NA,4,Barriers to Housing and Services Domain
E01013639,2015,Decile,NA,8,Barriers to Housing and Services Domain
E01013711,2015,Decile,NA,6,Barriers to Housing and Services Domain
E01013656,2015,Decile,NA,6,Barriers to Housing and Services Domain
E01013649,2015,Decile,NA,8,Barriers to Housing and Services Domain
E01013629,2015,Decile,NA,8,Barriers to Housing and Services Domain
E01013658,2015,Decile,NA,5,Barriers to Housing and Services Domain
E01013604,2015,Decile,NA,7,Barriers to Housing and Services Domain
E01013613,2015,Decile,NA,9,Barriers to Housing and Services Domain
E01013616,2015,Decile,NA,8,Barriers to Housing and Services Domain
E01013640,2015,Decile,NA,3,Barriers to Housing and Services Domain
E01013641,2015,Decile,NA,8,Barriers to Housing and Services Domain
E01013665,2015,Decile,NA,7,Barriers to Housing and Services Domain
E01013652,2015,Decile,NA,6,Barriers to Housing and Services Domain
E01013689,2015,Decile,NA,5,Barriers to Housing and Services Domain
E01013666,2015,Decile,NA,10,Barriers to Housing and Services Domain
E01013621,2015,Decile,NA,5,Barriers to Housing and Services Domain
E01013620,2015,Decile,NA,3,Barriers to Housing and Services Domain
E01013705,2015,Decile,NA,5,Barriers to Housing and Services Domain
E01013697,2015,Decile,NA,4,Barriers to Housing and Services Domain
E01013630,2015,Decile,NA,7,Barriers to Housing and Services Domain
E01013702,2015,Decile,NA,10,Barriers to Housing and Services Domain
E01013734,2015,Decile,NA,6,Barriers to Housing and Services Domain
E01013717,2015,Decile,NA,5,Barriers to Housing and Services Domain
E01013653,2015,Decile,NA,6,Barriers to Housing and Services Domain
E01013612,2015,Decile,NA,10,Barriers to Housing and Services Domain
E01013631,2015,Decile,NA,8,Barriers to Housing and Services Domain
E01032873,2015,Decile,NA,1,Income Deprivation Affecting Older People Index (IDAOPI)
E01013612,2015,Decile,NA,4,Living Environment Deprivation Domain
E01013630,2015,Decile,NA,2,Living Environment Deprivation Domain
E01013620,2015,Decile,NA,6,Living Environment Deprivation Domain
E01013621,2015,Decile,NA,6,Living Environment Deprivation Domain
E01013605,2015,Decile,NA,2,Living Environment Deprivation Domain
E01013626,2015,Decile,NA,2,Living Environment Deprivation Domain
E01032868,2015,Decile,NA,1,Living Environment Deprivation Domain
E01013674,2015,Decile,NA,4,Living Environment Deprivation Domain
E01013648,2015,Decile,NA,1,Living Environment Deprivation Domain
E01013631,2015,Decile,NA,4,Living Environment Deprivation Domain
E01013640,2015,Decile,NA,5,Living Environment Deprivation Domain
E01013628,2015,Decile,NA,4,Living Environment Deprivation Domain
E01013659,2015,Decile,NA,1,Living Environment Deprivation Domain
E01013646,2015,Decile,NA,1,Living Environment Deprivation Domain
E01013636,2015,Decile,NA,4,Living Environment Deprivation Domain
E01032599,2015,Decile,NA,5,Living Environment Deprivation Domain
E01032602,2015,Decile,NA,5,Living Environment Deprivation Domain
E01032863,2015,Decile,NA,7,Living Environment Deprivation Domain
E01013603,2015,Decile,NA,4,Living Environment Deprivation Domain
E01013601,2015,Decile,NA,3,Living Environment Deprivation Domain
E01032597,2015,Decile,NA,6,Living Environment Deprivation Domain
E01013602,2015,Decile,NA,2,Living Environment Deprivation Domain
E01013676,2015,Decile,NA,6,Living Environment Deprivation Domain
E01013732,2015,Decile,NA,2,Living Environment Deprivation Domain
E01013610,2015,Decile,NA,4,Living Environment Deprivation Domain
E01013660,2015,Decile,NA,3,Living Environment Deprivation Domain
E01013654,2015,Decile,NA,2,Living Environment Deprivation Domain
E01013744,2015,Decile,NA,2,Living Environment Deprivation Domain
E01013609,2015,Decile,NA,4,Living Environment Deprivation Domain
E01013740,2015,Decile,NA,4,Living Environment Deprivation Domain
E01013615,2015,Decile,NA,7,Living Environment Deprivation Domain
E01013608,2015,Decile,NA,2,Living Environment Deprivation Domain
E01013655,2015,Decile,NA,2,Living Environment Deprivation Domain
E01013696,2015,Decile,NA,5,Living Environment Deprivation Domain
E01013700,2015,Decile,NA,4,Living Environment Deprivation Domain
E01013762,2015,Decile,NA,3,Living Environment Deprivation Domain
E01013725,2015,Decile,NA,4,Living Environment Deprivation Domain
E01013768,2015,Decile,NA,5,Living Environment Deprivation Domain
E01013703,2015,Decile,NA,5,Living Environment Deprivation Domain
E01013778,2015,Decile,NA,2,Living Environment Deprivation Domain
E01013772,2015,Decile,NA,3,Living Environment Deprivation Domain
E01013780,2015,Decile,NA,3,Living Environment Deprivation Domain
E01013784,2015,Decile,NA,1,Living Environment Deprivation Domain
E01013738,2015,Decile,NA,4,Living Environment Deprivation Domain
E01013767,2015,Decile,NA,6,Living Environment Deprivation Domain
E01032862,2015,Decile,NA,7,Living Environment Deprivation Domain
E01032875,2015,Decile,NA,1,Living Environment Deprivation Domain
E01032602,2015,Decile,NA,1,Income Deprivation Affecting Children Index (IDACI)
E01032867,2015,Decile,NA,7,Income Deprivation Affecting Children Index (IDACI)
E01013611,2015,Decile,NA,3,Income Deprivation Affecting Children Index (IDACI)
E01013606,2015,Decile,NA,4,Income Deprivation Affecting Children Index (IDACI)
E01013617,2015,Decile,NA,4,Income Deprivation Affecting Children Index (IDACI)
E01013624,2015,Decile,NA,2,Income Deprivation Affecting Children Index (IDACI)
E01013635,2015,Decile,NA,4,Income Deprivation Affecting Children Index (IDACI)
E01013662,2015,Decile,NA,5,Income Deprivation Affecting Children Index (IDACI)
E01013634,2015,Decile,NA,2,Income Deprivation Affecting Children Index (IDACI)
E01013683,2015,Decile,NA,1,Income Deprivation Affecting Children Index (IDACI)
E01013776,2015,Decile,NA,2,Income Deprivation Affecting Children Index (IDACI)
E01013679,2015,Decile,NA,1,Income Deprivation Affecting Children Index (IDACI)
E01013698,2015,Decile,NA,3,Income Deprivation Affecting Children Index (IDACI)
E01013667,2015,Decile,NA,4,Income Deprivation Affecting Children Index (IDACI)
E01013736,2015,Decile,NA,5,Income Deprivation Affecting Children Index (IDACI)
E01013699,2015,Decile,NA,6,Income Deprivation Affecting Children Index (IDACI)
E01013753,2015,Decile,NA,3,Income Deprivation Affecting Children Index (IDACI)
E01013741,2015,Decile,NA,5,Income Deprivation Affecting Children Index (IDACI)
E01013764,2015,Decile,NA,4,Income Deprivation Affecting Children Index (IDACI)
E01013747,2015,Decile,NA,3,Income Deprivation Affecting Children Index (IDACI)
E01013661,2015,Decile,NA,1,Income Deprivation Affecting Children Index (IDACI)
E01013781,2015,Decile,NA,4,Income Deprivation Affecting Children Index (IDACI)
E01013719,2015,Decile,NA,5,Income Deprivation Affecting Children Index (IDACI)
E01013755,2015,Decile,NA,2,Income Deprivation Affecting Children Index (IDACI)
E01032597,2015,Decile,NA,2,Income Deprivation Affecting Children Index (IDACI)
E01032873,2015,Decile,NA,1,Income Deprivation Affecting Children Index (IDACI)
E01032599,2015,Decile,NA,9,Income Deprivation Affecting Children Index (IDACI)
E01013713,2015,Decile,NA,5,Income Deprivation Affecting Children Index (IDACI)
E01013722,2015,Decile,NA,1,Income Deprivation Affecting Children Index (IDACI)
E01013711,2015,Decile,NA,8,Income Deprivation Affecting Children Index (IDACI)
E01013745,2015,Decile,NA,7,Income Deprivation Affecting Children Index (IDACI)
E01013728,2015,Decile,NA,1,Income Deprivation Affecting Children Index (IDACI)
E01013706,2015,Decile,NA,10,Income Deprivation Affecting Children Index (IDACI)
E01013710,2015,Decile,NA,7,Income Deprivation Affecting Children Index (IDACI)
E01013675,2015,Decile,NA,1,Income Deprivation Affecting Children Index (IDACI)
E01013671,2015,Decile,NA,5,Income Deprivation Affecting Children Index (IDACI)
E01013687,2015,Decile,NA,3,Income Deprivation Affecting Children Index (IDACI)
E01013663,2015,Decile,NA,6,Income Deprivation Affecting Children Index (IDACI)
E01013677,2015,Decile,NA,1,Income Deprivation Affecting Children Index (IDACI)
E01013629,2015,Decile,NA,3,Income Deprivation Affecting Children Index (IDACI)
E01013604,2015,Decile,NA,2,Income Deprivation Affecting Children Index (IDACI)
E01013656,2015,Decile,NA,4,Income Deprivation Affecting Children Index (IDACI)
E01013649,2015,Decile,NA,7,Income Deprivation Affecting Children Index (IDACI)
E01013681,2015,Decile,NA,2,Income Deprivation Affecting Children Index (IDACI)
E01013616,2015,Decile,NA,5,Income Deprivation Affecting Children Index (IDACI)
E01013680,2015,Decile,NA,6,Income Deprivation Affecting Children Index (IDACI)
E01013613,2015,Decile,NA,3,Income Deprivation Affecting Children Index (IDACI)
E01013695,2015,Decile,NA,1,Income Deprivation Affecting Children Index (IDACI)
E01013639,2015,Decile,NA,3,Income Deprivation Affecting Children Index (IDACI)
E01013658,2015,Decile,NA,4,Income Deprivation Affecting Children Index (IDACI)
E01032872,2015,Decile,NA,1,Crime Domain
E01032865,2015,Decile,NA,9,Crime Domain
E01032868,2015,Decile,NA,1,Crime Domain
E01013719,2015,Decile,NA,3,Index of Multiple Deprivation (IMD)
E01013683,2015,Decile,NA,2,Index of Multiple Deprivation (IMD)
E01013667,2015,Decile,NA,2,Index of Multiple Deprivation (IMD)
E01013662,2015,Decile,NA,4,Index of Multiple Deprivation (IMD)
E01013617,2015,Decile,NA,4,Index of Multiple Deprivation (IMD)
E01013635,2015,Decile,NA,4,Index of Multiple Deprivation (IMD)
E01013661,2015,Decile,NA,1,Index of Multiple Deprivation (IMD)
E01013776,2015,Decile,NA,2,Index of Multiple Deprivation (IMD)
E01013764,2015,Decile,NA,5,Index of Multiple Deprivation (IMD)
E01013679,2015,Decile,NA,1,Index of Multiple Deprivation (IMD)
E01013699,2015,Decile,NA,5,Index of Multiple Deprivation (IMD)
E01013736,2015,Decile,NA,5,Index of Multiple Deprivation (IMD)
E01013698,2015,Decile,NA,3,Index of Multiple Deprivation (IMD)
E01013753,2015,Decile,NA,2,Index of Multiple Deprivation (IMD)
E01013611,2015,Decile,NA,3,Index of Multiple Deprivation (IMD)
E01013606,2015,Decile,NA,5,Index of Multiple Deprivation (IMD)
E01013624,2015,Decile,NA,2,Index of Multiple Deprivation (IMD)
E01013634,2015,Decile,NA,1,Index of Multiple Deprivation (IMD)
E01013747,2015,Decile,NA,4,Index of Multiple Deprivation (IMD)
E01013781,2015,Decile,NA,2,Index of Multiple Deprivation (IMD)
E01013741,2015,Decile,NA,4,Index of Multiple Deprivation (IMD)
E01013755,2015,Decile,NA,1,Index of Multiple Deprivation (IMD)
E01032867,2015,Decile,NA,2,Barriers to Housing and Services Domain
E01013745,2015,Decile,NA,3,Crime Domain
E01013680,2015,Decile,NA,3,Crime Domain
E01013687,2015,Decile,NA,4,Crime Domain
E01013695,2015,Decile,NA,5,Crime Domain
E01013681,2015,Decile,NA,1,Crime Domain
E01013728,2015,Decile,NA,1,Crime Domain
E01013722,2015,Decile,NA,2,Crime Domain
E01013785,2015,Decile,NA,1,Crime Domain
E01013774,2015,Decile,NA,1,Crime Domain
E01013751,2015,Decile,NA,7,Crime Domain
E01013750,2015,Decile,NA,8,Crime Domain
E01013717,2015,Decile,NA,5,Crime Domain
E01013705,2015,Decile,NA,4,Crime Domain
E01013759,2015,Decile,NA,8,Crime Domain
E01013743,2015,Decile,NA,9,Crime Domain
E01013746,2015,Decile,NA,2,Crime Domain
E01013742,2015,Decile,NA,7,Crime Domain
E01013734,2015,Decile,NA,3,Crime Domain
E01013783,2015,Decile,NA,2,Crime Domain
E01013786,2015,Decile,NA,1,Crime Domain
E01013697,2015,Decile,NA,4,Crime Domain
E01013702,2015,Decile,NA,5,Crime Domain
E01013782,2015,Decile,NA,1,Crime Domain
E01013616,2015,Decile,NA,7,Crime Domain
E01013613,2015,Decile,NA,3,Crime Domain
E01013629,2015,Decile,NA,4,Crime Domain
E01013604,2015,Decile,NA,1,Crime Domain
E01013663,2015,Decile,NA,5,Crime Domain
E01013677,2015,Decile,NA,1,Crime Domain
E01013675,2015,Decile,NA,2,Crime Domain
E01013713,2015,Decile,NA,5,Crime Domain
E01013639,2015,Decile,NA,3,Crime Domain
E01013711,2015,Decile,NA,5,Crime Domain
E01013656,2015,Decile,NA,6,Crime Domain
E01013658,2015,Decile,NA,5,Crime Domain
E01013649,2015,Decile,NA,1,Crime Domain
E01013671,2015,Decile,NA,5,Crime Domain
E01013710,2015,Decile,NA,7,Crime Domain
E01013706,2015,Decile,NA,6,Crime Domain
E01013648,2015,Decile,NA,4,Crime Domain
E01013659,2015,Decile,NA,6,Crime Domain
E01032602,2015,Decile,NA,3,Crime Domain
E01032599,2015,Decile,NA,5,Crime Domain
E01013729,2015,Decile,NA,5,Crime Domain
E01013664,2015,Decile,NA,4,Crime Domain
E01013766,2015,Decile,NA,6,Crime Domain
E01013651,2015,Decile,NA,3,Crime Domain
E01013668,2015,Decile,NA,7,Crime Domain
E01013600,2015,Decile,NA,2,Crime Domain
E01013669,2015,Decile,NA,8,Crime Domain
E01013618,2015,Decile,NA,2,Crime Domain
E01013619,2015,Decile,NA,1,Crime Domain
E01013625,2015,Decile,NA,3,Crime Domain
E01013657,2015,Decile,NA,4,Crime Domain
E01032862,2015,Decile,NA,4,Crime Domain
E01032875,2015,Decile,NA,4,Crime Domain
E01032863,2015,Decile,NA,5,Crime Domain
E01032873,2015,Decile,NA,1,Crime Domain
E01013688,2015,Decile,NA,1,Crime Domain
E01013633,2015,Decile,NA,1,Crime Domain
E01013607,2015,Decile,NA,1,Crime Domain
E01013632,2015,Decile,NA,1,Crime Domain
E01013642,2015,Decile,NA,3,Crime Domain
E01013623,2015,Decile,NA,1,Crime Domain
E01013737,2015,Decile,NA,8,Crime Domain
E01013721,2015,Decile,NA,1,Crime Domain
E01013777,2015,Decile,NA,1,Crime Domain
E01013763,2015,Decile,NA,2,Crime Domain
E01013643,2015,Decile,NA,5,Crime Domain
E01013650,2015,Decile,NA,4,Crime Domain
E01013718,2015,Decile,NA,7,Crime Domain
E01013678,2015,Decile,NA,1,Crime Domain
E01013714,2015,Decile,NA,7,Crime Domain
E01013614,2015,Decile,NA,5,Crime Domain
E01013622,2015,Decile,NA,2,Crime Domain
E01032597,2015,Decile,NA,6,Crime Domain
E01013608,2015,Decile,NA,2,Crime Domain
E01013653,2015,Decile,NA,2,Crime Domain
E01013665,2015,Decile,NA,3,Crime Domain
E01013689,2015,Decile,NA,2,Crime Domain
E01013666,2015,Decile,NA,6,Crime Domain
E01013652,2015,Decile,NA,3,Crime Domain
E01013620,2015,Decile,NA,1,Crime Domain
E01013610,2015,Decile,NA,1,Crime Domain
E01013609,2015,Decile,NA,3,Crime Domain
E01013612,2015,Decile,NA,2,Crime Domain
E01013621,2015,Decile,NA,1,Crime Domain
E01013698,2015,Decile,NA,6,Crime Domain
E01013667,2015,Decile,NA,3,Crime Domain
E01013683,2015,Decile,NA,1,Crime Domain
E01013635,2015,Decile,NA,2,Crime Domain
E01013679,2015,Decile,NA,4,Crime Domain
E01013719,2015,Decile,NA,6,Crime Domain
E01013736,2015,Decile,NA,6,Crime Domain
E01013699,2015,Decile,NA,5,Crime Domain
E01013662,2015,Decile,NA,6,Crime Domain
E01013634,2015,Decile,NA,3,Crime Domain
E01013764,2015,Decile,NA,8,Crime Domain
E01013661,2015,Decile,NA,4,Crime Domain
E01013753,2015,Decile,NA,5,Crime Domain
E01013741,2015,Decile,NA,4,Crime Domain
E01013624,2015,Decile,NA,3,Crime Domain
E01013606,2015,Decile,NA,3,Crime Domain
E01013611,2015,Decile,NA,2,Crime Domain
E01013617,2015,Decile,NA,3,Crime Domain
E01013747,2015,Decile,NA,7,Crime Domain
E01013755,2015,Decile,NA,5,Crime Domain
E01013781,2015,Decile,NA,1,Crime Domain
E01013776,2015,Decile,NA,1,Crime Domain
E01013636,2015,Decile,NA,3,Crime Domain
E01013605,2015,Decile,NA,1,Crime Domain
E01013646,2015,Decile,NA,1,Crime Domain
E01013628,2015,Decile,NA,2,Crime Domain
E01013626,2015,Decile,NA,5,Crime Domain
E01032867,2015,Decile,NA,1,Crime Domain
E01013765,2015,Decile,NA,2,Crime Domain
E01013752,2015,Decile,NA,7,Crime Domain
E01013709,2015,Decile,NA,6,Crime Domain
E01013674,2015,Decile,NA,1,Crime Domain
E01013733,2015,Decile,NA,9,Crime Domain
E01013682,2015,Decile,NA,2,Crime Domain
E01013720,2015,Decile,NA,4,Crime Domain
E01013727,2015,Decile,NA,2,Crime Domain
E01013694,2015,Decile,NA,2,Crime Domain
E01013773,2015,Decile,NA,7,Crime Domain
E01013735,2015,Decile,NA,9,Crime Domain
E01013749,2015,Decile,NA,6,Crime Domain
E01013758,2015,Decile,NA,4,Crime Domain
E01013756,2015,Decile,NA,3,Crime Domain
E01013638,2015,Decile,NA,1,Crime Domain
E01013670,2015,Decile,NA,5,Crime Domain
E01013601,2015,Decile,NA,1,Crime Domain
E01013690,2015,Decile,NA,1,Crime Domain
E01013704,2015,Decile,NA,7,Crime Domain
E01013686,2015,Decile,NA,3,Crime Domain
E01013602,2015,Decile,NA,1,Crime Domain
E01013647,2015,Decile,NA,4,Crime Domain
E01013627,2015,Decile,NA,5,Crime Domain
E01013603,2015,Decile,NA,1,Crime Domain
E01013723,2015,Decile,NA,1,Crime Domain
E01013731,2015,Decile,NA,4,Crime Domain
E01013716,2015,Decile,NA,4,Crime Domain
E01013739,2015,Decile,NA,4,Crime Domain
E01013779,2015,Decile,NA,1,Crime Domain
E01013771,2015,Decile,NA,9,Crime Domain
E01013761,2015,Decile,NA,3,Crime Domain
E01013757,2015,Decile,NA,8,Crime Domain
E01013775,2015,Decile,NA,1,Crime Domain
E01013637,2015,Decile,NA,2,Crime Domain
E01013676,2015,Decile,NA,3,Crime Domain
E01013655,2015,Decile,NA,4,Crime Domain
E01013631,2015,Decile,NA,1,Crime Domain
E01013640,2015,Decile,NA,1,Crime Domain
E01013630,2015,Decile,NA,4,Crime Domain
E01013654,2015,Decile,NA,4,Crime Domain
E01013696,2015,Decile,NA,4,Crime Domain
E01013615,2015,Decile,NA,2,Crime Domain
E01013641,2015,Decile,NA,2,Crime Domain
E01013744,2015,Decile,NA,9,Crime Domain
E01013762,2015,Decile,NA,4,Crime Domain
E01013784,2015,Decile,NA,2,Crime Domain
E01013703,2015,Decile,NA,5,Crime Domain
E01013700,2015,Decile,NA,5,Crime Domain
E01013732,2015,Decile,NA,5,Crime Domain
E01013780,2015,Decile,NA,1,Crime Domain
E01013725,2015,Decile,NA,1,Crime Domain
E01013772,2015,Decile,NA,6,Crime Domain
E01013767,2015,Decile,NA,5,Crime Domain
E01013768,2015,Decile,NA,6,Crime Domain
E01013778,2015,Decile,NA,1,Crime Domain
E01013740,2015,Decile,NA,4,Crime Domain
E01013738,2015,Decile,NA,3,Crime Domain
E01013660,2015,Decile,NA,3,Crime Domain
E01013684,2015,Decile,NA,1,Crime Domain
E01013770,2015,Decile,NA,6,Crime Domain
E01013754,2015,Decile,NA,2,Crime Domain
E01013748,2015,Decile,NA,4,Crime Domain
E01013707,2015,Decile,NA,6,Crime Domain
E01013715,2015,Decile,NA,5,Crime Domain
E01013693,2015,Decile,NA,2,Crime Domain
E01013730,2015,Decile,NA,1,Crime Domain
E01013712,2015,Decile,NA,7,Crime Domain
E01013760,2015,Decile,NA,1,Crime Domain
E01013726,2015,Decile,NA,1,Crime Domain
E01013673,2015,Decile,NA,2,Crime Domain
E01013685,2015,Decile,NA,6,Crime Domain
E01013691,2015,Decile,NA,1,Crime Domain
E01013692,2015,Decile,NA,3,Crime Domain
E01013672,2015,Decile,NA,3,Crime Domain
E01013745,2015,Decile,NA,3,Income Deprivation Domain
E01013711,2015,Decile,NA,5,Income Deprivation Domain
E01013728,2015,Decile,NA,1,Income Deprivation Domain
E01013706,2015,Decile,NA,10,Income Deprivation Domain
E01013710,2015,Decile,NA,6,Income Deprivation Domain
E01013713,2015,Decile,NA,3,Income Deprivation Domain
E01013722,2015,Decile,NA,1,Income Deprivation Domain
E01013658,2015,Decile,NA,3,Income Deprivation Domain
E01013663,2015,Decile,NA,4,Income Deprivation Domain
E01013649,2015,Decile,NA,8,Income Deprivation Domain
E01013677,2015,Decile,NA,1,Income Deprivation Domain
E01013695,2015,Decile,NA,1,Income Deprivation Domain
E01013671,2015,Decile,NA,4,Income Deprivation Domain
E01013681,2015,Decile,NA,2,Income Deprivation Domain
E01013613,2015,Decile,NA,3,Income Deprivation Domain
E01013629,2015,Decile,NA,2,Income Deprivation Domain
E01013604,2015,Decile,NA,1,Income Deprivation Domain
E01013656,2015,Decile,NA,3,Income Deprivation Domain
E01013759,2015,Decile,NA,5,Income Deprivation Domain
E01013746,2015,Decile,NA,1,Income Deprivation Domain
E01013742,2015,Decile,NA,2,Income Deprivation Domain
E01013785,2015,Decile,NA,8,Income Deprivation Domain
E01013734,2015,Decile,NA,4,Income Deprivation Domain
E01013687,2015,Decile,NA,3,Income Deprivation Domain
E01013680,2015,Decile,NA,7,Income Deprivation Domain
E01013743,2015,Decile,NA,2,Income Deprivation Domain
E01013616,2015,Decile,NA,4,Income Deprivation Domain
E01013675,2015,Decile,NA,2,Income Deprivation Domain
E01013786,2015,Decile,NA,4,Income Deprivation Domain
E01013783,2015,Decile,NA,7,Income Deprivation Domain
E01013639,2015,Decile,NA,2,Income Deprivation Domain
E01013782,2015,Decile,NA,5,Income Deprivation Domain
E01013662,2015,Decile,NA,4,Income Deprivation Domain
E01013679,2015,Decile,NA,1,Income Deprivation Domain
E01013683,2015,Decile,NA,2,Income Deprivation Domain
E01013617,2015,Decile,NA,4,Income Deprivation Domain
E01013719,2015,Decile,NA,3,Income Deprivation Domain
E01013611,2015,Decile,NA,3,Income Deprivation Domain
E01013699,2015,Decile,NA,5,Income Deprivation Domain
E01013698,2015,Decile,NA,3,Income Deprivation Domain
E01013667,2015,Decile,NA,2,Income Deprivation Domain
E01013736,2015,Decile,NA,5,Income Deprivation Domain
E01013634,2015,Decile,NA,1,Income Deprivation Domain
E01013661,2015,Decile,NA,1,Income Deprivation Domain
E01013606,2015,Decile,NA,5,Income Deprivation Domain
E01013635,2015,Decile,NA,4,Income Deprivation Domain
E01013624,2015,Decile,NA,2,Income Deprivation Domain
E01013631,2015,Decile,NA,2,Income Deprivation Domain
E01013717,2015,Decile,NA,3,Income Deprivation Domain
E01013630,2015,Decile,NA,2,Income Deprivation Domain
E01013702,2015,Decile,NA,9,Income Deprivation Domain
E01013641,2015,Decile,NA,4,Income Deprivation Domain
E01013697,2015,Decile,NA,3,Income Deprivation Domain
E01013652,2015,Decile,NA,1,Income Deprivation Domain
E01013612,2015,Decile,NA,5,Income Deprivation Domain
E01013620,2015,Decile,NA,1,Income Deprivation Domain
E01013689,2015,Decile,NA,6,Income Deprivation Domain
E01013666,2015,Decile,NA,6,Income Deprivation Domain
E01013640,2015,Decile,NA,1,Income Deprivation Domain
E01013621,2015,Decile,NA,1,Income Deprivation Domain
E01013653,2015,Decile,NA,1,Income Deprivation Domain
E01013665,2015,Decile,NA,3,Income Deprivation Domain
E01013705,2015,Decile,NA,4,Income Deprivation Domain
E01013776,2015,Decile,NA,3,Income Deprivation Domain
E01013781,2015,Decile,NA,3,Income Deprivation Domain
E01013747,2015,Decile,NA,3,Income Deprivation Domain
